SigUF,NomRegiao,CodMunicipioIbge,NomMunicipio,qtd_empreendimentos,potencia_total_kw,potencia_media_kw
RS,Sul,4314803,Portão,1868,14150.27,7.58
PE,Nordeste,2608909,Limoeiro,1274,14139.74,11.1
RS,Sul,4313904,Panambi,1879,14113.39,7.51
PR,Sul,4114203,Mandaguari,1147,14103.57,12.3
PB,Nordeste,2500700,São João do Rio do Peixe,528,14101.13,26.71
SC,Sul,4210902,Modelo,199,14100.11,70.85
PR,Sul,4110003,Iguaraçu,452,14093.64,31.18
PR,Sul,4113304,Laranjeiras do Sul,755,14053.18,18.61
GO,Centro Oeste,5209705,Hidrolândia,997,14046.04,14.09
RS,Sul,4301602,Bagé,1751,14033.66,8.01
CE,Nordeste,2307007,Jaguaruana,604,14030.5,23.23
CE,Nordeste,2307700,Maranguape,1308,14027.6,10.72
RS,Sul,4316006,Rolante,1880,14021.55,7.46
PR,Sul,4120903,Quedas do Iguaçu,856,14018.86,16.38
SP,Sudeste,3557006,Votorantim,1998,13969.01,6.99
PA,Norte,1503804,Jacundá,1046,13963.24,13.35
MG,Sudeste,3167608,Simonésia,1210,13951.84,11.53
BA,Nordeste,2916401,Itapetinga,1476,13950.49,9.45
SC,Sul,4212908,Pinhalzinho,974,13932.35,14.3
PI,Nordeste,2202208,Campo Maior,1724,13926.88,8.08
MG,Sudeste,3121605,Diamantina,635,13911.21,21.91
SC,Sul,4203204,Camboriú,1453,13904.56,9.57
SP,Sudeste,3504503,Avaré,1343,13888.22,10.34
MG,Sudeste,3145000,Nova Ponte,421,13876.6,32.96
RS,Sul,4300802,Antônio Prado,991,13839.31,13.96
SP,Sudeste,3541000,Praia Grande,1804,13836.17,7.67
ES,Sudeste,3201605,Conceição da Barra,898,13804.33,15.37
BA,Nordeste,2914000,Ipirá,1049,13791.02,13.15
AL,Nordeste,2702900,Girau do Ponciano,308,13784.34,44.75
MG,Sudeste,3131604,Iraí de Minas,219,13783.73,62.94
SC,Sul,4208104,Itaiópolis,894,13779.8,15.41
PB,Nordeste,2513703,Santa Rita,1101,13778.96,12.51
SP,Sudeste,3539202,Pirapozinho,1517,13769.68,9.08
MG,Sudeste,3146008,Ouro Fino,1143,13755.75,12.03
SP,Sudeste,3526001,Junqueirópolis,1417,13732.58,9.69
PI,Nordeste,2200400,Altos,1153,13730.45,11.91
SP,Sudeste,3535804,Paranapanema,694,13717.25,19.77
PR,Sul,4112751,Jesuítas,727,13699.92,18.84
RO,Norte,1101609,Theobroma,1396,13690.93,9.81
GO,Centro Oeste,5214606,Niquelândia,1005,13661.07,13.59
PR,Sul,4102406,Bandeirantes,952,13652.33,14.34
SP,Sudeste,3506359,Bertioga,1771,13647.93,7.71
MG,Sudeste,3105103,Bambuí,704,13625.85,19.35
MG,Sudeste,3112703,Capitão Enéas,220,13616.15,61.89
SP,Sudeste,3519055,Holambra,715,13584.74,19.0
MT,Centro Oeste,5107305,São José do Rio Claro,962,13567.65,14.1
MA,Nordeste,2105708,Lago da Pedra,1412,13566.83,9.61
MA,Nordeste,2109007,Porto Franco,1396,13564.6,9.72
RS,Sul,4316402,Rosário do Sul,1483,13558.3,9.14
SC,Sul,4201307,Araquari,1044,13526.81,12.96
MA,Nordeste,2104057,Estreito,1305,13516.71,10.36
PR,Sul,4126504,Sertanópolis,1315,13508.71,10.27
RO,Norte,1100130,Machadinho D'Oeste,1148,13506.91,11.77
PE,Nordeste,2614501,Surubim,1410,13496.36,9.57
SC,Sul,4216206,São Francisco do Sul,2034,13466.3,6.62
RJ,Sudeste,3300803,Cachoeiras de Macacu,1841,13460.68,7.31
PR,Sul,4106308,Corbélia,729,13369.7,18.34
MG,Sudeste,3153400,Presidente Olegário,653,13361.68,20.46
RS,Sul,4310801,Ivoti,1888,13341.76,7.07
MG,Sudeste,3130655,Indaiabira,95,13337.16,140.39
RJ,Sudeste,3304300,Rio Bonito,1455,13331.44,9.16
PR,Sul,4126801,Tapejara,640,13321.39,20.81
MG,Sudeste,3149200,Pedrinópolis,83,13318.98,160.47
PR,Sul,4112108,Jandaia do Sul,827,13299.44,16.08
PR,Sul,4115358,Maripá,640,13278.36,20.75
MS,Centro Oeste,5007935,Sonora,1235,13271.24,10.75
